# Per-model hold q on the hand layout for all 6,723 BPMN models in the 15-40 band,
# the population behind results/bpmn_representativeness.py and the paper's 0.87.
# Source: bpmai.tar.gz, sha256 7c40fe0c13f78943f1600f09203c30d83c41fd6c71b81902367bf057a73f947a.
# Funnel: 29,810 models archived; parsers/parse_bpmn.py parses 21,784 (>= 10 nodes, >= 1 edge);
# 13,435 have every edge a BPMN flow or association; data/make_corpus.py --bpmn keeps their
# largest component of 15 to 40 nodes, 6,723 graphs (bpmn_all.txt); data/bpmn.txt is the first 300 by id.
# Each column is the q of `station direct --corpus bpmn_all.txt --weights W`, one weight set:
# overlap 0,1,0,0,0,0,0,0; length 0,0,1,0,0,0,0,0 (--L fit); stress 0,0,0,1,0,0,0,0;
# alignA1 0,0,0,0,0,1,0,0 --align a1; flow 0,0,0,0,0,0,0,1.
id,overlap,length,stress,alignA1,flow
150547449.json,1.000000,0.054054,0.108108,0.675676,1.000000
1505602798.json,1.000000,0.000000,0.000000,1.000000,0.826087
1505858443.json,1.000000,0.000000,0.000000,1.000000,1.000000
1507108705.json,1.000000,0.000000,0.000000,0.882353,0.705882
150749821.json,1.000000,0.000000,0.000000,1.000000,0.782609
1507941220.json,1.000000,0.000000,0.000000,0.400000,0.450000
1508257835.json,0.882353,0.000000,0.000000,0.411765,0.823529
1509061620.json,1.000000,0.000000,0.000000,1.000000,0.888889
1509197137.json,1.000000,0.000000,0.000000,0.541667,0.541667
1509415370.json,1.000000,0.000000,0.000000,1.000000,1.000000
1511105261.json,1.000000,0.000000,0.000000,1.000000,0.950000
1511530978.json,1.000000,0.000000,0.000000,0.869565,0.521739
1511659169.json,1.000000,0.000000,0.086957,1.000000,0.913043
1511954090.json,1.000000,0.000000,0.000000,1.000000,0.840000
1512097785.json,1.000000,0.000000,0.000000,1.000000,0.700000
151220306.json,1.000000,0.000000,0.000000,0.406250,0.562500
1512210818.json,1.000000,0.000000,0.178571,0.892857,0.928571
1512435173.json,1.000000,0.000000,0.000000,0.444444,0.888889
1512544255.json,1.000000,0.000000,0.000000,1.000000,1.000000
1512589628.json,1.000000,0.000000,0.000000,1.000000,0.894737
1513204931.json,1.000000,0.000000,0.000000,1.000000,0.809524
1513298839.json,1.000000,0.000000,0.000000,0.857143,0.657143
151401569.json,1.000000,0.000000,0.000000,0.400000,0.800000
1514221448.json,1.000000,0.000000,0.000000,1.000000,0.837838
1514257371.json,1.000000,0.000000,0.000000,0.500000,0.666667
1514799230.json,1.000000,0.000000,0.000000,1.000000,1.000000
1515230046.json,1.000000,0.000000,0.000000,1.000000,0.826087
1515277013.json,1.000000,0.000000,0.000000,0.684211,1.000000
1515307672.json,1.000000,0.000000,0.000000,0.842105,0.736842
1515381487.json,1.000000,0.000000,0.000000,0.733333,0.800000
1515519089.json,1.000000,0.000000,0.000000,0.750000,0.888889
1515543129.json,1.000000,0.000000,0.000000,1.000000,1.000000
1515602773.json,1.000000,0.187500,0.187500,1.000000,1.000000
151560936.json,0.947368,0.000000,0.000000,0.973684,0.631579
1515719913.json,1.000000,0.000000,0.000000,0.913043,0.782609
1515820805.json,1.000000,0.000000,0.043478,0.869565,0.826087
1516105338.json,1.000000,0.000000,0.000000,0.875000,0.750000
1516137641.json,1.000000,0.000000,0.000000,1.000000,0.642857
1516855746.json,1.000000,0.000000,0.000000,1.000000,1.000000
1517022213.json,1.000000,0.000000,0.000000,0.473684,1.000000
1517053129.json,1.000000,0.000000,0.000000,1.000000,0.833333
1517341327.json,1.000000,0.047619,0.047619,1.000000,0.714286
1517806601.json,1.000000,0.000000,0.066667,1.000000,0.866667
1517815498.json,1.000000,0.000000,0.062500,1.000000,1.000000
1518154907.json,1.000000,0.000000,0.000000,0.523810,0.904762
1518533719.json,1.000000,0.000000,0.000000,1.000000,1.000000
1518559627.json,0.885714,0.000000,0.000000,0.657143,1.000000
1518778181.json,0.931034,0.000000,0.000000,1.000000,0.827586
1519243623.json,1.000000,0.000000,0.000000,0.687500,0.750000
1519577434.json,1.000000,0.166667,0.166667,1.000000,1.000000
1519648586.json,1.000000,0.000000,0.000000,1.000000,1.000000
1520843666.json,1.000000,0.000000,0.000000,0.724138,1.000000
1521212212.json,1.000000,0.000000,0.000000,0.266667,1.000000
1521549932.json,0.942857,0.000000,0.000000,0.885714,0.600000
1522177050.json,1.000000,0.000000,0.000000,1.000000,1.000000
1522389536.json,0.866667,0.000000,0.000000,1.000000,0.600000
1523267338.json,1.000000,0.000000,0.000000,0.607143,0.464286
1523387964.json,1.000000,0.000000,0.000000,0.904762,0.666667
1523559658.json,0.909091,0.000000,0.000000,1.000000,1.000000
1523654065.json,1.000000,0.000000,0.000000,0.666667,0.944444
1524328811.json,1.000000,0.000000,0.000000,0.882353,1.000000
1524675810.json,0.888889,0.000000,0.000000,0.388889,1.000000
1524932454.json,1.000000,0.000000,0.000000,0.894737,0.684211
1525198669.json,1.000000,0.000000,0.000000,1.000000,0.900000
1525525560.json,1.000000,0.000000,0.000000,0.558824,0.764706
1526037291.json,1.000000,0.000000,0.000000,1.000000,0.687500
1526039069.json,1.000000,0.000000,0.000000,0.787879,0.666667
1526191568.json,1.000000,0.000000,0.000000,1.000000,0.789474
1526478335.json,1.000000,0.000000,0.000000,0.640000,0.840000
1527350834.json,1.000000,0.000000,0.000000,0.500000,0.909091
1527485136.json,1.000000,0.000000,0.000000,1.000000,0.615385
1528087647.json,1.000000,0.000000,0.000000,0.315789,0.894737
152826536.json,1.000000,0.000000,0.000000,0.769231,0.692308
152856571.json,1.000000,0.000000,0.055556,0.888889,0.666667
1528784920.json,1.000000,0.000000,0.000000,1.000000,0.870968
1529083979.json,0.950000,0.000000,0.000000,0.800000,0.800000
1529156912.json,1.000000,0.000000,0.125000,0.750000,1.000000
1529223308.json,1.000000,0.045455,0.000000,1.000000,0.909091
1529228240.json,1.000000,0.000000,0.000000,1.000000,1.000000
1529304471.json,1.000000,0.000000,0.000000,0.650000,0.800000
15293895.json,1.000000,0.000000,0.000000,0.866667,1.000000
1529606303.json,1.000000,0.000000,0.000000,0.684211,0.526316
1530363008.json,1.000000,0.000000,0.000000,0.432432,0.945946
1530366335.json,1.000000,0.000000,0.000000,0.631579,0.684211
1530369335.json,1.000000,0.000000,0.000000,0.611111,0.777778
1530461460.json,1.000000,0.000000,0.000000,0.875000,0.875000
1530552264.json,1.000000,0.000000,0.000000,1.000000,1.000000
1530605542.json,1.000000,0.000000,0.000000,0.736842,1.000000
153069126.json,1.000000,0.000000,0.000000,0.866667,0.866667
1531080236.json,1.000000,0.000000,0.000000,0.705882,1.000000
1531223009.json,1.000000,0.000000,0.041667,1.000000,1.000000
1531318011.json,1.000000,0.000000,0.000000,0.851852,0.629630
153141893.json,1.000000,0.000000,0.000000,0.882353,1.000000
153143174.json,1.000000,0.000000,0.000000,1.000000,0.687500
1531804872.json,1.000000,0.000000,0.000000,0.500000,1.000000
153229832.json,1.000000,0.000000,0.000000,0.894737,0.789474
1532548802.json,1.000000,0.000000,0.000000,0.818182,0.681818
1533403626.json,1.000000,0.000000,0.000000,0.705882,0.588235
1533522790.json,1.000000,0.000000,0.033333,0.933333,0.833333
1533646779.json,1.000000,0.000000,0.000000,0.413793,1.000000
153452595.json,1.000000,0.000000,0.058824,0.823529,0.882353
1534588567.json,1.000000,0.000000,0.000000,0.555556,0.861111
1534590595.json,1.000000,0.000000,0.000000,0.629630,0.555556
1534919613.json,1.000000,0.000000,0.000000,1.000000,0.894737
1535153809.json,1.000000,0.000000,0.000000,0.454545,0.878788
153541542.json,0.800000,0.000000,0.000000,0.800000,1.000000
1535523073.json,1.000000,0.000000,0.000000,1.000000,1.000000
1535649265.json,1.000000,0.000000,0.000000,0.818182,0.727273
1535789287.json,1.000000,0.000000,0.000000,1.000000,0.621622
1535796876.json,1.000000,0.000000,0.000000,1.000000,0.470588
1535925769.json,1.000000,0.000000,0.000000,1.000000,0.615385
1535984168.json,1.000000,0.000000,0.031250,0.750000,0.781250
1536399174.json,1.000000,0.000000,0.105263,0.578947,0.894737
1536543603.json,1.000000,0.000000,0.028571,1.000000,0.885714
1536923697.json,1.000000,0.000000,0.000000,0.750000,1.000000
1537041370.json,1.000000,0.000000,0.000000,0.764706,1.000000
1537528299.json,1.000000,0.000000,0.000000,0.842105,0.842105
1537855789.json,1.000000,0.000000,0.000000,1.000000,1.000000
1538024472.json,1.000000,0.050000,0.050000,1.000000,0.900000
1538702883.json,1.000000,0.000000,0.000000,0.266667,1.000000
1538797784.json,1.000000,0.000000,0.000000,0.368421,0.894737
1539100207.json,1.000000,0.000000,0.000000,0.700000,0.550000
1539475524.json,1.000000,0.052632,0.052632,1.000000,0.894737
1539876433.json,1.000000,0.000000,0.000000,0.500000,0.538462
1540705837.json,1.000000,0.000000,0.000000,1.000000,0.800000
1540713171.json,1.000000,0.000000,0.000000,0.821429,0.821429
1541150253.json,1.000000,0.000000,0.000000,0.826087,0.826087
1541415581.json,1.000000,0.000000,0.000000,1.000000,1.000000
1541646.json,1.000000,0.000000,0.000000,0.743590,0.717949
1542044234.json,1.000000,0.000000,0.000000,0.956522,0.739130
1542229014.json,1.000000,0.105263,0.105263,1.000000,0.842105
1542434630.json,1.000000,0.058824,0.000000,1.000000,1.000000
1542624017.json,1.000000,0.000000,0.000000,0.833333,0.888889
1543137554.json,1.000000,0.125000,0.000000,0.125000,0.875000
1543614758.json,1.000000,0.000000,0.000000,0.952381,0.476190
1543669014.json,1.000000,0.000000,0.000000,1.000000,1.000000
1544046396.json,1.000000,0.000000,0.000000,0.789474,0.684211
1544460955.json,1.000000,0.000000,0.000000,0.900000,0.725000
1544495610.json,1.000000,0.000000,0.055556,1.000000,0.777778
1544590177.json,1.000000,0.000000,0.000000,1.000000,1.000000
154464882.json,1.000000,0.000000,0.000000,0.555556,0.777778
1544721066.json,1.000000,0.000000,0.000000,0.785714,0.857143
15457766.json,1.000000,0.000000,0.000000,0.611111,0.833333
1545891516.json,1.000000,0.000000,0.000000,0.631579,0.789474
1545894479.json,1.000000,0.000000,0.047619,0.809524,1.000000
1546106527.json,1.000000,0.000000,0.000000,0.512821,0.538462
1546217991.json,1.000000,0.062500,0.062500,1.000000,0.750000
1546459310.json,0.916667,0.000000,0.000000,1.000000,0.791667
1546693863.json,1.000000,0.000000,0.000000,0.450000,1.000000
1547015222.json,1.000000,0.000000,0.000000,0.555556,0.777778
1547219611.json,1.000000,0.000000,0.000000,1.000000,0.514286
1547919900.json,1.000000,0.000000,0.000000,0.555556,0.611111
1548315747.json,1.000000,0.000000,0.062500,1.000000,1.000000
1549308356.json,1.000000,0.000000,0.000000,0.545455,0.909091
155042883.json,1.000000,0.000000,0.000000,0.125000,0.750000
1550966853.json,1.000000,0.000000,0.000000,0.736842,0.789474
1551090404.json,1.000000,0.000000,0.000000,0.882353,0.882353
1551458345.json,1.000000,0.000000,0.000000,1.000000,0.800000
1553645688.json,1.000000,0.000000,0.000000,0.882353,1.000000
1553869361.json,1.000000,0.000000,0.040000,1.000000,1.000000
155440219.json,1.000000,0.000000,0.000000,0.750000,0.928571
1554679662.json,1.000000,0.000000,0.000000,0.687500,0.875000
155469259.json,1.000000,0.000000,0.000000,0.882353,0.882353
1554982870.json,1.000000,0.000000,0.000000,1.000000,0.866667
1555389404.json,1.000000,0.000000,0.000000,1.000000,1.000000
1555656829.json,1.000000,0.000000,0.000000,1.000000,1.000000
1555809397.json,1.000000,0.027027,0.027027,0.621622,0.783784
1556402713.json,1.000000,0.000000,0.000000,1.000000,0.772727
155644884.json,1.000000,0.031250,0.000000,0.937500,0.531250
1556672170.json,1.000000,0.062500,0.062500,1.000000,1.000000
1556911795.json,1.000000,0.000000,0.000000,1.000000,0.718750
1556965657.json,1.000000,0.000000,0.000000,0.526316,1.000000
1557774943.json,0.866667,0.000000,0.000000,1.000000,0.600000
1558043834.json,0.933333,0.000000,0.000000,0.700000,1.000000
1558389546.json,1.000000,0.000000,0.000000,1.000000,1.000000
1558881814.json,1.000000,0.000000,0.000000,1.000000,1.000000
1558945815.json,1.000000,0.000000,0.000000,0.666667,0.757576
155913602.json,1.000000,0.000000,0.000000,0.666667,0.733333
1559421691.json,1.000000,0.000000,0.000000,0.375000,1.000000
1559668890.json,0.814815,0.000000,0.000000,0.851852,0.814815
1560216019.json,1.000000,0.000000,0.000000,0.416667,0.750000
1560909106.json,1.000000,0.000000,0.000000,1.000000,1.000000
1561686823.json,1.000000,0.000000,0.000000,0.863636,0.909091
1561879068.json,1.000000,0.066667,0.133333,1.000000,1.000000
1561907126.json,1.000000,0.000000,0.000000,1.000000,1.000000
156202528.json,1.000000,0.000000,0.000000,0.866667,0.933333
1562115494.json,1.000000,0.000000,0.000000,1.000000,0.565217
1562122274.json,1.000000,0.000000,0.000000,0.812500,1.000000
1562817650.json,1.000000,0.000000,0.000000,0.760000,0.800000
156341899.json,1.000000,0.025641,0.051282,0.641026,0.897436
1563812406.json,1.000000,0.000000,0.000000,0.880000,1.000000
15646108.json,1.000000,0.000000,0.000000,0.733333,0.933333
1564717390.json,1.000000,0.000000,0.000000,0.400000,0.633333
1565349055.json,1.000000,0.029412,0.029412,1.000000,1.000000
1565478566.json,1.000000,0.000000,0.000000,0.400000,0.866667
1565497502.json,1.000000,0.000000,0.000000,0.291667,0.833333
1565558457.json,1.000000,0.000000,0.000000,0.656250,0.875000
156584094.json,1.000000,0.192308,0.153846,0.000000,1.000000
156647481.json,1.000000,0.000000,0.027027,1.000000,0.837838
1566835575.json,1.000000,0.000000,0.000000,1.000000,0.619048
1567214558.json,1.000000,0.000000,0.000000,0.541667,1.000000
1567934430.json,1.000000,0.000000,0.000000,0.916667,0.833333
156807477.json,1.000000,0.052632,0.052632,0.578947,0.894737
1568206019.json,0.920000,0.000000,0.000000,0.320000,0.520000
1568542673.json,0.800000,0.000000,0.000000,1.000000,0.866667
156918674.json,1.000000,0.000000,0.000000,0.480000,0.720000
1569222218.json,1.000000,0.000000,0.000000,0.695652,0.826087
1569409393.json,0.875000,0.000000,0.000000,0.625000,1.000000
1569490236.json,1.000000,0.041667,0.000000,1.000000,0.625000
1569490952.json,1.000000,0.000000,0.000000,0.631579,0.789474
1570011383.json,0.931034,0.000000,0.103448,0.310345,0.931034
1570224961.json,1.000000,0.066667,0.000000,1.000000,1.000000
1570743955.json,1.000000,0.000000,0.000000,1.000000,0.612903
1571170694.json,1.000000,0.000000,0.000000,1.000000,1.000000
1571201514.json,1.000000,0.000000,0.031250,0.968750,0.937500
1571398935.json,0.920000,0.040000,0.080000,0.360000,0.920000
1571756549.json,1.000000,0.041667,0.000000,1.000000,0.916667
1572421873.json,1.000000,0.000000,0.000000,0.750000,0.833333
1573148585.json,1.000000,0.000000,0.000000,1.000000,1.000000
1573256910.json,0.914286,0.028571,0.000000,0.742857,0.771429
1573561650.json,1.000000,0.000000,0.000000,0.666667,0.875000
1573563317.json,1.000000,0.000000,0.000000,0.625000,0.375000
157358822.json,1.000000,0.000000,0.387097,0.838710,0.935484
157380990.json,1.000000,0.000000,0.000000,0.939394,1.000000
1573889988.json,1.000000,0.000000,0.000000,1.000000,0.647059
157391685.json,1.000000,0.000000,0.000000,1.000000,0.600000
1574225738.json,1.000000,0.000000,0.000000,0.800000,0.900000
1574290879.json,1.000000,0.000000,0.000000,1.000000,0.857143
1574453376.json,1.000000,0.000000,0.000000,0.812500,0.500000
1574571134.json,1.000000,0.000000,0.000000,0.444444,1.000000
1574810700.json,0.931034,0.000000,0.000000,0.620690,0.517241
1575384992.json,1.000000,0.000000,0.000000,1.000000,0.500000
1575462726.json,0.888889,0.000000,0.000000,0.888889,0.333333
1575694587.json,1.000000,0.000000,0.000000,1.000000,0.590909
1576441608.json,1.000000,0.000000,0.000000,0.318182,0.909091
1576589817.json,1.000000,0.000000,0.000000,1.000000,1.000000
1576692862.json,1.000000,0.000000,0.000000,0.333333,0.615385
1576721033.json,0.826087,0.000000,0.000000,0.565217,0.782609
1576941953.json,0.842105,0.000000,0.000000,0.473684,0.894737
1576943991.json,1.000000,0.000000,0.000000,0.882353,1.000000
15781444.json,1.000000,0.000000,0.000000,0.600000,0.866667
1578150049.json,1.000000,0.066667,0.000000,1.000000,0.733333
1578804712.json,1.000000,0.000000,0.000000,1.000000,0.920000
1578964671.json,1.000000,0.000000,0.000000,0.400000,0.333333
1579088138.json,1.000000,0.000000,0.000000,1.000000,0.800000
1579636395.json,1.000000,0.000000,0.000000,0.833333,0.916667
1579902771.json,1.000000,0.000000,0.052632,0.578947,0.789474
1580051316.json,1.000000,0.000000,0.000000,0.896552,1.000000
1580245627.json,1.000000,0.000000,0.000000,0.904762,0.809524
158045461.json,1.000000,0.000000,0.025641,0.666667,0.794872
1580541538.json,1.000000,0.000000,0.000000,0.421053,0.736842
1580801515.json,1.000000,0.000000,0.000000,0.800000,0.533333
1580802438.json,1.000000,0.000000,0.000000,0.291667,0.916667
1580829881.json,1.000000,0.000000,0.000000,0.562500,0.625000
1580863961.json,1.000000,0.000000,0.000000,1.000000,0.722222
1581017280.json,1.000000,0.000000,0.066667,1.000000,1.000000
1581466915.json,1.000000,0.000000,0.000000,0.720000,0.800000
1582177859.json,1.000000,0.000000,0.000000,0.677419,0.419355
1582230538.json,1.000000,0.026316,0.026316,0.789474,0.842105
1582267656.json,1.000000,0.000000,0.000000,0.750000,0.875000
1582327002.json,1.000000,0.000000,0.000000,1.000000,1.000000
1582472422.json,1.000000,0.047619,0.047619,0.761905,1.000000
1582695236.json,1.000000,0.000000,0.000000,1.000000,0.692308
1583088648.json,1.000000,0.000000,0.000000,0.805556,0.666667
1583634552.json,1.000000,0.055556,0.000000,0.611111,0.888889
1583752685.json,1.000000,0.000000,0.000000,0.625000,0.812500
1583956946.json,1.000000,0.000000,0.000000,1.000000,0.823529
1584062142.json,1.000000,0.000000,0.000000,0.130435,0.652174
1584104839.json,1.000000,0.000000,0.000000,1.000000,0.875000
1584108012.json,1.000000,0.000000,0.000000,0.466667,0.733333
1584125800.json,1.000000,0.031250,0.000000,0.687500,0.875000
158451370.json,1.000000,0.000000,0.000000,1.000000,0.680000
1584608660.json,1.000000,0.000000,0.000000,1.000000,0.400000
1584781235.json,1.000000,0.000000,0.000000,1.000000,1.000000
1585046090.json,0.888889,0.000000,0.000000,0.444444,0.611111
1585158321.json,1.000000,0.000000,0.033333,0.533333,0.533333
1585230885.json,1.000000,0.000000,0.000000,1.000000,1.000000
158596669.json,1.000000,0.000000,0.000000,1.000000,0.806452
1587128242.json,1.000000,0.000000,0.000000,1.000000,0.739130
1587281026.json,1.000000,0.000000,0.000000,0.809524,0.619048
1587373637.json,1.000000,0.200000,0.066667,1.000000,1.000000
1587781363.json,1.000000,0.000000,0.000000,1.000000,0.750000
1587972759.json,1.000000,0.000000,0.000000,0.736842,0.684211
1588302157.json,1.000000,0.000000,0.000000,0.866667,0.600000
1588511627.json,1.000000,0.000000,0.000000,0.700000,0.650000
1589178862.json,0.916667,0.000000,0.000000,0.166667,0.833333
1589358950.json,1.000000,0.000000,0.000000,1.000000,0.894737
1589856194.json,1.000000,0.000000,0.000000,0.350000,0.900000
1591073955.json,1.000000,0.000000,0.000000,0.388889,0.666667
1591425074.json,1.000000,0.000000,0.000000,0.850000,0.350000
1591617905.json,1.000000,0.000000,0.000000,0.526316,0.736842
1591693396.json,0.850000,0.000000,0.000000,0.450000,0.850000
1592014007.json,1.000000,0.000000,0.000000,1.000000,1.000000
159212768.json,1.000000,0.000000,0.190476,1.000000,0.809524
1592196536.json,1.000000,0.000000,0.000000,0.789474,0.736842
1592373073.json,0.900000,0.000000,0.000000,1.000000,1.000000
1592496792.json,1.000000,0.000000,0.000000,1.000000,0.894737
1593396733.json,1.000000,0.062500,0.125000,0.750000,1.000000
1593465486.json,1.000000,0.000000,0.000000,0.600000,0.866667
1593569908.json,1.000000,0.000000,0.055556,1.000000,0.722222
159373.json,1.000000,0.000000,0.000000,0.739130,0.782609
1593772272.json,1.000000,0.000000,0.000000,1.000000,0.611111
1593788315.json,0.545455,0.000000,0.000000,0.136364,0.818182
1593945208.json,1.000000,0.000000,0.000000,0.833333,0.666667
1594320641.json,1.000000,0.000000,0.000000,1.000000,1.000000
1594684037.json,1.000000,0.000000,0.000000,0.689655,0.655172
1595034264.json,1.000000,0.000000,0.000000,0.757576,0.454545
159556217.json,1.000000,0.000000,0.000000,0.933333,1.000000
1595609528.json,1.000000,0.000000,0.000000,0.833333,1.000000
1596348602.json,1.000000,0.000000,0.000000,0.650000,1.000000
1596350510.json,1.000000,0.000000,0.000000,0.882353,0.764706
159702407.json,1.000000,0.000000,0.000000,1.000000,0.611111
1597028298.json,1.000000,0.000000,0.045455,0.772727,1.000000
1597286388.json,1.000000,0.000000,0.000000,0.555556,0.592593
1597317420.json,1.000000,0.000000,0.000000,1.000000,1.000000
1597583645.json,1.000000,0.000000,0.000000,0.647059,1.000000
1598135422.json,1.000000,0.000000,0.066667,1.000000,1.000000
1598542165.json,1.000000,0.000000,0.000000,0.000000,1.000000
159861458.json,1.000000,0.000000,0.000000,0.666667,0.800000
1598845770.json,0.875000,0.000000,0.000000,0.687500,0.750000
1599278566.json,1.000000,0.000000,0.000000,0.894737,0.631579
1599343054.json,1.000000,0.000000,0.000000,0.368421,0.578947
1599467602.json,1.000000,0.000000,0.000000,0.733333,0.633333
1599755847.json,1.000000,0.000000,0.000000,0.440000,0.840000
1600298086.json,1.000000,0.000000,0.000000,1.000000,0.920000
1600477666.json,1.000000,0.000000,0.000000,0.611111,0.777778
1600775205.json,1.000000,0.000000,0.000000,1.000000,0.687500
1601438150.json,1.000000,0.000000,0.000000,0.666667,0.904762
1601577514.json,1.000000,0.000000,0.000000,1.000000,0.875000
1602475137.json,1.000000,0.000000,0.000000,0.607143,0.607143
1602654017.json,1.000000,0.000000,0.000000,0.324324,0.945946
1602787351.json,1.000000,0.000000,0.000000,0.764706,1.000000
1603031800.json,1.000000,0.000000,0.000000,0.476190,0.666667
1603039386.json,1.000000,0.000000,0.047619,1.000000,0.619048
1603826872.json,1.000000,0.000000,0.117647,1.000000,0.911765
1603892044.json,1.000000,0.000000,0.000000,0.343750,1.000000
160409321.json,1.000000,0.000000,0.000000,1.000000,0.866667
1604316772.json,1.000000,0.000000,0.000000,1.000000,0.809524
1604559456.json,1.000000,0.000000,0.000000,0.750000,0.722222
1604673212.json,1.000000,0.000000,0.000000,0.733333,0.600000
1604721262.json,1.000000,0.000000,0.000000,0.541667,0.833333
1604972290.json,1.000000,0.000000,0.000000,1.000000,0.800000
1605070141.json,1.000000,0.000000,0.000000,1.000000,0.562500
1605639711.json,1.000000,0.000000,0.000000,0.333333,1.000000
1605671907.json,0.818182,0.000000,0.000000,0.000000,1.000000
1605802665.json,1.000000,0.000000,0.000000,1.000000,0.875000
1606284011.json,1.000000,0.000000,0.000000,0.722222,0.611111
1607341144.json,1.000000,0.000000,0.000000,0.923077,0.615385
1607594332.json,1.000000,0.000000,0.045455,0.772727,0.909091
1607625746.json,1.000000,0.000000,0.000000,0.894737,0.789474
160802163.json,1.000000,0.000000,0.000000,0.714286,0.714286
1608707734.json,1.000000,0.000000,0.000000,1.000000,0.647059
1609269764.json,1.000000,0.000000,0.000000,1.000000,0.913043
1609398908.json,1.000000,0.000000,0.000000,0.909091,1.000000
1609697905.json,1.000000,0.000000,0.000000,1.000000,0.866667
1609986036.json,1.000000,0.000000,0.000000,0.565217,0.826087
1610069454.json,1.000000,0.000000,0.000000,0.560000,0.840000
161018460.json,1.000000,0.000000,0.047619,0.380952,1.000000
1610187432.json,1.000000,0.045455,0.000000,0.772727,0.909091
1610357997.json,1.000000,0.000000,0.000000,1.000000,0.705882
1610752046.json,1.000000,0.000000,0.000000,1.000000,1.000000
161102601.json,1.000000,0.000000,0.000000,0.423077,0.769231
1611052637.json,0.705882,0.000000,0.000000,0.764706,1.000000
161187916.json,1.000000,0.000000,0.000000,0.523810,0.904762
1612564208.json,1.000000,0.000000,0.000000,1.000000,0.866667
1612854546.json,0.925926,0.000000,0.000000,0.851852,0.814815
1613375259.json,1.000000,0.000000,0.000000,0.464286,0.642857
1613390014.json,1.000000,0.000000,0.000000,0.166667,0.777778
1613490760.json,1.000000,0.000000,0.066667,0.666667,0.600000
1614854406.json,1.000000,0.000000,0.100000,0.300000,0.900000
1615124108.json,1.000000,0.000000,0.000000,0.850000,0.900000
1615180728.json,1.000000,0.000000,0.000000,1.000000,0.875000
1615313282.json,1.000000,0.000000,0.000000,1.000000,1.000000
1615402450.json,1.000000,0.000000,0.000000,0.750000,1.000000
1615683701.json,1.000000,0.000000,0.000000,1.000000,1.000000
1615866946.json,1.000000,0.000000,0.000000,1.000000,0.850000
1615917366.json,1.000000,0.000000,0.000000,0.794118,0.676471
161624596.json,1.000000,0.000000,0.000000,0.842105,0.736842
1616686095.json,0.937500,0.000000,0.062500,0.781250,0.937500
1616851931.json,1.000000,0.000000,0.133333,0.800000,1.000000
1616866258.json,1.000000,0.000000,0.000000,0.722222,1.000000
1616990245.json,1.000000,0.000000,0.035714,0.571429,0.821429
1617014971.json,1.000000,0.000000,0.000000,0.750000,0.875000
1618442468.json,1.000000,0.000000,0.000000,1.000000,1.000000
1619251172.json,1.000000,0.000000,0.000000,0.750000,0.625000
1619269167.json,1.000000,0.000000,0.000000,0.612903,0.774194
1619344813.json,1.000000,0.437500,0.000000,1.000000,1.000000
1619599863.json,1.000000,0.000000,0.000000,0.894737,1.000000
1619602707.json,1.000000,0.000000,0.000000,0.700000,1.000000
1619922729.json,0.647059,0.000000,0.000000,0.941176,1.000000
162041687.json,1.000000,0.000000,0.000000,0.789474,1.000000
1620500174.json,1.000000,0.000000,0.000000,1.000000,0.529412
1620622687.json,1.000000,0.000000,0.000000,0.533333,1.000000
1620631400.json,1.000000,0.000000,0.000000,1.000000,0.875000
1620749425.json,1.000000,0.000000,0.000000,0.882353,0.882353
1621314749.json,1.000000,0.000000,0.000000,0.708333,0.583333
1621399059.json,1.000000,0.000000,0.000000,1.000000,0.913043
1621411327.json,1.000000,0.000000,0.000000,1.000000,0.526316
1621495890.json,1.000000,0.000000,0.000000,1.000000,1.000000
1621654417.json,1.000000,0.000000,0.000000,0.578947,0.552632
1621814035.json,1.000000,0.000000,0.000000,1.000000,0.862069
1622001194.json,1.000000,0.000000,0.000000,0.647059,0.411765
1622607462.json,1.000000,0.000000,0.064516,0.354839,0.806452
1622655928.json,1.000000,0.000000,0.000000,0.739130,0.565217
1622814683.json,1.000000,0.050000,0.150000,1.000000,1.000000
1623231389.json,1.000000,0.000000,0.000000,1.000000,1.000000
162334880.json,1.000000,0.000000,0.000000,0.814815,1.000000
1623621406.json,1.000000,0.050000,0.000000,1.000000,1.000000
1623781085.json,1.000000,0.000000,0.000000,0.466667,0.733333
1624185123.json,1.000000,0.000000,0.000000,0.789474,0.684211
1624549188.json,1.000000,0.000000,0.045455,1.000000,0.818182
1624815366.json,1.000000,0.000000,0.000000,0.894737,1.000000
1624942540.json,1.000000,0.000000,0.000000,0.653846,0.615385
1625209393.json,1.000000,0.040000,0.000000,1.000000,0.880000
1625338078.json,1.000000,0.000000,0.000000,1.000000,0.800000
162537996.json,1.000000,0.125000,0.125000,0.875000,0.875000
1625748384.json,1.000000,0.000000,0.000000,1.000000,0.535714
162709676.json,1.000000,0.000000,0.000000,0.518519,0.666667
1627409593.json,1.000000,0.173913,0.173913,0.956522,1.000000
1627520228.json,1.000000,0.000000,0.000000,1.000000,0.705882
1627522537.json,1.000000,0.000000,0.000000,0.846154,0.769231
1627556048.json,1.000000,0.000000,0.000000,0.761905,1.000000
162758182.json,1.000000,0.000000,0.000000,0.500000,0.500000
1627812178.json,1.000000,0.000000,0.000000,0.642857,0.928571
1627828339.json,1.000000,0.000000,0.000000,1.000000,0.611111
